AREA_ACRES,AREA_SQKM,STATES,HUC_10,HU_10_NAME,HU_10_MOD,HU_10_TYPE,VERTICES,Shape_Length,Shape_Area
85601.048,345.2885163,CO,1019000905,Sand Creek-Crow Creek,NM,S,54,0.87120547,0.036757498
109654.842,443.6469723,CO,1019001203,Wildcat Creek,NM,S,114,1.564766679,0.047117749
51854.04,209.0125849,CO,1019001204,Dead Horse Draw-South Platte River,TF,M,63,0.938522512,0.022155113
162775.006,659.5077082,"CO,KS",1103000203,1103000203,NM,S,82,1.697562286,0.068065406
147182.482,595.5690835,CO,1019001209,City of Sterling-South Platte River,NM,M,98,1.363428013,0.06340022
118552.126,478.8101871,CO,1019001211,Spring Canyon-South Platte River,TF,M,95,1.464625775,0.05113161
108502.711,441.517607,"CO,NE",1019001801,Hartley Draw-South Platte River,NM,S,75,1.221091654,0.047257524
220751.14,893.9244051,CO,1403000205,Disappointment Creek,NM,S,118,1.799260673,0.091560454
143200.953,577.6853292,CO,1403000206,Ponderosa Gorge-Dolores River,NM,S,129,1.748492676,0.059051414
132247.506,536.13095,CO,1408010104,Pagosa Springs-San Juan River,NM,S,86,1.209869777,0.054488462
87641.223,355.3583794,CO,1408010107,Cat Creek-San Juan River,NM,S,76,1.04600778,0.036016779
75563.804,305.6469952,CO,1408010112,Vallecito Creek,NM,S,70,1.065429204,0.031161242
84322.095,341.4570182,"CO,NM",1408010118,Pump Canyon,GC,S,64,0.937022858,0.034539318
82106.337,331.785522,CO,1408010204,Stollheimer Creek,NM,S,80,1.114193632,0.033689392
101998.589,412.1219487,CO,1408010401,Headwaters Animas River,NM,S,86,1.057757169,0.042181086
76011.5,306.9006657,CO,1401000105,Little Muddy Creek-Colorado River,NM,S,70,0.970107334,0.032394617
65238.735,265.4926323,CO,1401000301,Gore Creek,NM,S,58,0.904827818,0.027856805
64121.431,259.4516052,CO,1401000404,Snowmass Creek,NM,S,55,0.781625495,0.027056779
73108.555,295.4187479,CO,1401000501,Canyon Creek-Colorado River,NM,S,71,0.971003318,0.030984739
128659.912,519.3633275,CO,1401000503,Divide Creek,NM,S,84,1.246964954,0.054278707
127772.762,516.1495926,CO,1401000505,Rifle Creek,NM,S,85,1.149921297,0.054190482
126849.359,513.2082734,CO,1401000508,Parachute Creek,NM,S,107,1.284704366,0.053797923
171398.857,694.7160015,CO,1401000509,Clear Creek-Roan Creek,NM,S,83,1.206138371,0.072828145
73176.475,296.8349599,CO,1401000515,Sink Creek-Colorado River,NM,S,50,0.900400991,0.030900843
266212.837,1077.829058,CO,1401000516,Big Salt Wash-Colorado River,NM,S,142,1.872756708,0.112425805
86884.288,352.2301381,"CO,UT",1401000519,McDonald Creek-Colorado River,NM,S,78,1.044821264,0.036699471
46602.322,188.0843689,CO,1402000203,Willow Creek,RS,S,50,0.663392139,0.019385462
250156.782,1011.586396,CO,1402000205,Cebolla Creek,NM,S,132,1.926379256,0.103957961
62465.621,253.4294389,CO,1402000208,Blue Creek,NM,S,66,0.993808555,0.026085325
147748.646,597.494505,CO,1402000209,Cimarron River,NM,S,80,1.242083973,0.061516062
141341.805,571.8967676,CO,1405000102,Headwaters Elk River,NM,S,106,1.426524258,0.061004153
86546.393,351.174878,CO,1402000402,East Muddy Creek,NM,S,73,0.954609368,0.036584931
133964.923,540.2570495,CO,1402000503,Escalante Creek,NM,S,63,1.228562365,0.05585714
154812.495,626.0399575,CO,1402000507,Kannah Creek-Gunnison River,NM,S,85,1.41979718,0.065049383
63488.66,256.822109,"CO,UT",1403000105,Coates Creek,NM,S,61,0.969817621,0.026670278
167792.863,679.8891978,CO,1405000603,Yellow Creek,NM,S,80,1.219718958,0.071695439
98444.698,398.1771863,CO,1405000703,Outlet Douglas Creek,NM,S,62,0.983222508,0.041956226
55718.392,225.1505317,CO,1301000201,Pinos Creek,NM,S,58,0.842256215,0.022953944
120821.427,491.3036336,CO,1301000203,Alamosa River,NM,S,130,2.233370448,0.049976346
54349.919,218.8019909,CO,1301000210,Outlet Culebra Creek,NM,S,54,0.935845757,0.022211201
64131.431,259.2734108,CO,1301000301,Kerber Creek,NM,S,65,0.869937061,0.026686061
137049.218,553.4398497,CO,1301000307,1301000307,NM,S,68,1.364121307,0.056431654
140544.307,567.021797,CO,1301000407,Ford Creek-Saguache Creek,NM,S,102,1.777634466,0.058254
140414.964,569.1482964,"CO,NM",1301000503,Rio San Antonio,NM,S,136,2.217505644,0.057583571
248790.009,1007.789313,"CO,NM",1302010101,Costillo Creek,GC,S,140,2.180462809,0.101960472
182183.374,735.4285841,"CO,NM",1302010102,Latir Creek-Rio Grande,GC,S,119,2.126554679,0.074357021
